name,brand,price,processor,Ram,Ram_type,ROM,ROM_type,GPU,OS,display_size,resolution_width,resolution_height,warranty,image_url,buy_url,source
"ASUS Vivobook S14,Smartchoice,AMD Ryzen AI 7 350,16GB RAM,1TB SSD,OLED,14"",Windows 11, Office24,M365 Basic (1Yr)*, Matte Gray,1.4Kg, M3407KA-SF049WS,50 Tops,Metallic Design,Next-Gen AI Laptop,Copilot+",ASUS,81990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71G3hXXBEWL._SL500_.jpg,,amazon
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",ASUS,61990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61O2P+m2gIL._SL500_.jpg,,amazon
"HP 15, 13th Gen Intel Core i5-13420H, (16GB DDR4, 512GB SSD), FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, fr0028TU, Camera w/Shutter, Backlit Laptop",HP,64990.0,Intel Core I5-13420H,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71n-EYolAoL._SL500_.jpg,,amazon
"HP 15, AMD Ryzen 5 7520U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Offic24, Silver,1.59kg, fc0805AU, FHD Camera w/Privacy Shutter, Backlit Laptop",HP,52700.0,Amd Ryzen 5 7520U,8.0,LPDDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71GVVSSUsML._SL500_.jpg,,amazon
"ASUS TUF A16,AMD Ryzen 9 8940HX, Gaming Laptop(RTX 5070-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/165Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jaeger Gray/2.2 Kg) FA608PP-QT014WS",ASUS,189990.0,Amd Ryzen 9 8940Hx,8.0,DDR4,512.0,SSD,Rtx 5070,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71vog9Fy81L._SL500_.jpg,,amazon
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021",HP,49990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1366,768,1,https://m.media-amazon.com/images/I/71XURoDxZ2L._SL500_.jpg,,amazon
"Lenovo LOQ, AMD Ryzen 5 7235HS, RTX 3050A-4GB, 12GB RAM, 512GB SSD, [FHD], 15.6""/39.6cm, 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 83JC00HNIN, 3 Mon. Game Pass, Gaming Laptop",Lenovo,70990.0,Amd Ryzen 5 7235Hs,12.0,DDR4,512.0,SSD,Rtx 3050A,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/61aXoUYHNcL._SL500_.jpg,,amazon
"Lenovo Legion Pro 5 2025, Intel Core Ultra 7 255HX, RTX 5060-8GB, 32GB RAM, 1TB SSD, WQXGA OLED, 16""/40.6cm, 165Hz, Windows 11, Office 2024+AI Now, Black, 2.4Kg, 83F3007CIN, AI Powered Gaming Laptop",Lenovo,208490.0,Intel Core Ultra 7,32.0,DDR4,512.0,SSD,Rtx 5060,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71bhP2ueWmL._SL500_.jpg,,amazon
"Acer Aspire Lite, AMD Ryzen 5-5625U, Office 2024 + M365 Basic, 16GB, 512GB, FHD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Premium Thin and Light Laptop",Acer,47990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/613PAggC8dL._SL500_.jpg,,amazon
"Lenovo Legion Pro 5 2025 Intel Core i9-14900HX | NVIDIA RTX 5070 8GB (32GB RAM/1TB SSD/WQXGA IPS/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.4Kg), 83NN003CIN AI Powered Gaming Laptop",Lenovo,234490.0,Intel Core I9-14900Hx,32.0,DDR4,512.0,SSD,Nvidia Rtx 5070,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81l6vr7T1ZL._SL500_.jpg,,amazon
"ASUS ROG Strix SCAR 18,Intel Core Ultra 9 275HX Gaming Laptop(NVIDIA RTX 5090-24GB/175W TGP/64GB/2TB/2.5K QHD+/18""/240Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Off Black/3.30 Kg)G835LX-SA187WS",ASUS,499990.0,Intel Core Ultra 9,8.0,DDR4,512.0,SSD,Nvidia Rtx 5090,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71kUn311DqL._SL500_.jpg,,amazon
"acer Aspire Lite, AMD Ryzen 5 7430U Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Grey, 1.59 kg, AL15-41, Thin and Light Laptop",Acer,47990.0,Amd Ryzen 5 7430U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71CgSaE-qeL._SL500_.jpg,,amazon
"Acer Aspire Lite Intel Core 3-100U Processor, Office 2024 + M365 Basic, 8GB RAM/256GB SSD, 15.6""/39.62 cm, FHD IPS Display,Win 11 Home, Steel Grey, 1.59Kg, AL15-53, Thin and Light Laptop",Acer,57990.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/517m2WrmJxL._SL500_.jpg,,amazon
"ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Foggy Silver/1.28 kg) UX3405CA-PZ348WS",ASUS,115990.0,Intel Core Ultra 7,8.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ZLWczn8ZL._SL500_.jpg,,amazon
"Dell Inspiron 5440 Notebook Computer, Intel Core 3 100U 14th Gen Processor, 8GB DDR5 RAM, 512GB SSD, 14"" FHD+ Screen, Ubuntu, 1Yr Warranty, Ice Blue",Dell,43300.0,Intel Core i5,8.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61TpeOfqRjL._SL500_.jpg,,amazon
"ASUS ROG Zephyrus G14,AMD Ryzen 9 270, Gaming Laptop(RTX 5060-8GB/90W TGP/16GB/1TB/3K OLED/14/120Hz/73WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/1.5 Kg) GA403UM-QS007WS",ASUS,199990.0,Amd Ryzen 9 270,8.0,DDR4,512.0,SSD,Rtx 5060,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71OkP3ps6HL._SL500_.jpg,,amazon
"HP OmniBook 7 OLED (Previously Pavilion Plus), Intel Core Ultra 7 255H (32GB LPDDR5,1TB SSD) 3K,0.2 ms, 14''/35.6cm, Win11, M365, Office24, Meteor Silver,1.5kg, fr0116TU, 5MP Camera, Backlit AI Laptop",HP,134490.0,Intel Core Ultra 7,32.0,LPDDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71WEr0qQZCL._SL500_.jpg,,amazon
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg",Mi,243990.0,Intel Core Ultra9,32.0,DDR5,512.0,SSD,Nvidia Geforce Rtx 5070,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71dwZTo0yUL._SL500_.jpg,,amazon
"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",Dell,88790.0,Intel Core I7-1355U,16.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71or-rIdySL._SL500_.jpg,,amazon
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",Apple,148990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/718d4Eu7cFL._SL500_.jpg,,amazon
"Lenovo Legion 9 Intel Core i9-13980HX 16"" (40.64cm) 3.2K Mini LED 1200Nits 165Hz Gaming Laptop (32GB/2TB SSD/NVIDIA RTX 4090 16GB/Black/2.5Kg), 83AG0044IN +M300s Mouse",Lenovo,449689.0,Intel Core I9-13980Hx,8.0,DDR4,512.0,SSD,Nvidia Rtx 4090,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/71504Quh3sL._SL500_.jpg,,amazon
"MSI Raider Gaming Laptop,Intel Core Ultra 9 285HX+24GB RTX 5090,64GB,4TB SSD with Logitech G502 LS Wireless Gaming Mouse, 25000DPI Programmable and Logitech GProX Wired Gaming Headset",MSI,413824.0,Intel Core Ultra 9,8.0,DDR4,512.0,SSD,Rtx 5090,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51oVfg0-3TL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K1011BIN",Lenovo,81390.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/71K-77wHn2L._SL500_.jpg,,amazon
"ASUS ROG Strix G16, AMD Ryzen 9 8940HX, RTX 5050-8GB,16GB RAM,1TB SSD,FHD+,16"",165Hz,90Whr,Windows 11,M365 Basic (1Year)*,Office Home 2024,Eclipse Gray,2.5 Kg, G614PH-RV033WS, Gaming Laptop",ASUS,159990.0,Amd Ryzen 9 8940Hx,16.0,DDR4,512.0,SSD,Rtx 5050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71zDvlIrn+L._SL500_.jpg,,amazon
"MSI Katana 15, Intel 14th Gen. i7-14650HX, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5060, GDDR7 8GB/Black/2.4Kg) B14WFK-262IN",MSI,149990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 5060,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/51BzYoJhPkL._SL500_.jpg,,amazon
"acer TravelLite Thin Laptop AMD Ryzen 5 7430U (6-Core) |8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11| MS Office | Metal Body | 1.34Kg | Black | 1 Year Warranty",Acer,42890.0,Amd Ryzen 5 7430U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/51xuTIRBMCL._SL500_.jpg,,amazon
"acer Aspire 14, 13th Gen, Intel Core i7-13620H Processors, 16 GB RAM, 512 GB SSD, Full HD IPS, 14""/35.56 cm, Windows 11 Home, MSO, Pure Silver, 1.44 kg, AS14H-53, Backlit KB, Thin and Light Laptop",Acer,65990.0,Intel Core I7-13620H,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71SC8V59NjL._SL500_.jpg,,amazon
"Lenovo LOQ 2025 AMD Ryzen 7 250| NVIDIA RTX 5060 8GB (24GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JG008MIN",Lenovo,130005.0,Amd Ryzen 7 250,24.0,DDR4,512.0,SSD,Nvidia Rtx 5060,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/816vnY-8LuL._SL500_.jpg,,amazon
"Lenovo Thinkpad P16v Intel Core Ultra 7 155H 16""(40.64 cm) WUXGA IPS 300Nits, AI Ready Thin and Light Workstation (32GB/1TB SSD/Win11 Pro/Backlit/NVIDIA RTX 4GB/Black/3Y Premier/2.22Kg), 21KXS05500",Lenovo,211990.0,Intel Core Ultra 7,8.0,DDR4,512.0,SSD,Nvidia Rtx 4Gb,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/31eBjDI7iOL._SL500_.jpg,,amazon
"Lenovo Legion 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/White/2 Kg), 83KY001FIN AI Powered Gaming Laptop",Lenovo,232490.0,Intel Core Ultra 9,32.0,DDR4,512.0,SSD,Nvidia Rtx 5060,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71QW0QofZeL._SL500_.jpg,,amazon
"Alienware Area-15 Gaming Laptop,Intel Core Ultra 9 275HX+24GB RTX 5090,64GB,2TB SSD with Logitech G502 LS Wireless Gaming Mouse, 25000DPI Programmable and Logitech GProX Wired Gaming Headset",Mi,417024.0,Intel Core Ultra 9,8.0,DDR4,512.0,SSD,Rtx 5090,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51MMQy-ZrXL._SL500_.jpg,,amazon
"HP Business Laptop (2026) AMD Ryzen 5 7535U 8GB DDR5 RAM, 512GB SSD, AMD Radeon Graphics, Windows 11 Pro, 15.6"" HD Display, Thin & Light, Turbo Silver, 1.45 kg",HP,47310.0,Amd Ryzen 5 7535U,8.0,DDR5,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/51JfDmvAvkL._SL500_.jpg,,amazon
"ASUS Zenbook 14 (2026),Intel Core Ultra 5 225H,Intel Arc iGPU,16GB/1TB,FHD+ OLED,Touchscreen,14""(35.5 cm),Windows 11,M365 Basic(1Y)* Office24,Foggy Silver,1.28 Kg,UX3405CA-QL1111WS,Thin & Light Laptop",ASUS,106990.0,Intel Core Ultra 5,8.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71rzGwCAp-L._SL500_.jpg,,amazon
"HP 15, AMD Ryzen 7 5825U, 16GB DDR4, 512GB SSD, 15.6-inch(39.6cm) Anti-Glare, FHD, Radeon Graphics, Backlit KB, 1080p HD cam (Win11, M365 Basic(1yr)*,Office Home24, Silver, 1.69kg) fc0533AU",HP,55696.0,Amd Ryzen 7 5825U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/713PRh1j6jL._SL500_.jpg,,amazon
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6cm, Win11, Office24, Silver, 1.79kg, ag1037au, Next Gen AI Copilot+ Laptop",HP,69990.0,Intel Core i5,16.0,LPDDR5X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/812Gk34kkML._SL500_.jpg,,amazon
"ASUS Vivobook S16, Intel Core Ultra 7 255H, 16GB RAM, 512GB SSD, FHD+ 16"",Windows 11, Office Home 2024, Cool Silver, 1.7Kg, S3607CA-RP090WS, Intel Arc iGPU, M365 Basic (1Year)*, Metallic Design Laptop",ASUS,84990.0,Intel Core Ultra 7,16.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71toN+td5bL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 5 AMD Ryzen AI 5 330 (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Copilot+ PC/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.4Kg), 83HX008XIN AI Laptop",Lenovo,64990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71yUz8eFWbL._SL500_.jpg,,amazon
"Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Windows 11/Lenovo AI Now/Copilot+PC/Office Home 2024/Digital Pen 2/Grey/1.5Kg), 83KT000LIN Convertible Laptop",Lenovo,99990.0,Intel Core i5,24.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81NabopIRjL._SL500_.jpg,,amazon
"Alienware 16 Area-51 Gaming Laptop, AI Enabled Core Ultra 9 275HX Proc, 32GB DDR5, 1TB SSD, RTX 5070Ti 12GB GDDR7 Graphics, 16.0"" WQXGA 240Hz 500 nits Display, Liquid Teal Color, Win 11 + MSO'24,3.4kg",Mi,346990.0,Intel Core i5,32.0,DDR5,512.0,SSD,Rtx 5070Ti,Windows 11,16.0,3840,2160,1,https://m.media-amazon.com/images/I/71Re1GWdMCL._SL500_.jpg,,amazon
"Alienware 18 Area-51 Gaming Laptop, AI Enabled Core Ultra 9 275HX Proc, 32GB DDR5, 2TB SSD, RTX 5080 16GB GDDR7 Graphics, 18.0"" WQXGA 300Hz 500 nits Display, Liquid Teal Color, Win 11 + MSO'24,4.34kg",Mi,419990.0,Intel Core i5,32.0,DDR5,512.0,SSD,Rtx 5080,Windows 11,18.0,3840,2160,1,https://m.media-amazon.com/images/I/71VfI6VCi2L._SL500_.jpg,,amazon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",Apple,261990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61UzKi7ALhL._SL500_.jpg,,amazon
"Samsung Galaxy Book2 NP550 Laptop, 39.6cm (15.6"") FHD Display, 12th Gen Intel Core i5 / 16GB DDR4 RAM / 512GB SSD/Win-11 Pro/ms-Office / 1.8kg / Graphite, (NP550XED-KA4IN)",Samsung,61990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51+EWrpsGAL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 9 Intel Evo Core Ultra 7 258V Touchscreen Laptop (32GB RAM/1TB SSD/14 (35.5cm)/4K WQUXGA OLED/AI PC/Lenovo AI Now/Copilot+ PC/Windows 11/Office 2024/1Yr ADP/Teal/1.2Kg), 83CX002LIN",Lenovo,199990.0,Intel Core i5,32.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81wPDgihP5L._SL500_.jpg,,amazon
"acer Aspire Lite Intel Core 5-210H Processor, Office 2024 + M365 Basic, 16GB RAM/512GB SSD, 15.6""/39.62 cm, FHD IPS Display,Win 11 Home, Backlit KB, Steel Grey, 1.7Kg, AL15-52H, Thin and Light Laptop",Acer,55990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81f0N+NOjSL._SL500_.jpg,,amazon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Space Black",Apple,279990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61+jOMbYhYL._SL500_.jpg,,amazon
"ASUS ROG Zephyrus G15(2022), 15.6"" (39.62 cms) 2K WQHD 240Hz/3ms, AMD Ryzen 9 6900HS, 8GB RTX 3070 Ti, Gaming Laptop (16GB/1TB SSD/90WHrs Battery/Windows 11/Office 2021/White/1.9 Kg), GA503RW-LN066WS",ASUS,198999.0,Amd Ryzen 9 6900Hs,8.0,DDR4,512.0,SSD,Rtx 3070,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/81jr2dOaWaL._SL500_.jpg,,amazon
"MSI Katana 15 HX Gaming Laptop, Intel Core i5-14450HX, 16GB DDR5 RAM, 512GB PCIe Gen4 SSD, NVIDIA GeForce RTX 5050 8GB,FHD 144Hz Display,Windows 11 Home, Backlit Keyboard,Gaming & Productivity Laptop",MSI,102990.0,Intel Core I5-14450Hx,16.0,DDR5,512.0,SSD,Nvidia Geforce Rtx 5050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51eUDfg7rwL._SL500_.jpg,,amazon
"acer Predator Helios 16 AI, Intel Core Ultra 9 Processor,RTX 5090-24 GB GDDR7,32 GB/1 TB, WQXGA OLED, 16.0""/40.64 cm, 240Hz, Win 11 Home, Abyssal Black, 2.65 kg, PH16-73, RGB KB, Gaming Laptop",Acer,449999.0,Intel Core Ultra 9,8.0,DDR4,512.0,SSD,Rtx 5090,Windows 11,16.0,1920,1080,1,https://m.media-amazon.com/images/I/51q3f4NuyIL._SL500_.jpg,,amazon
"MSI Crosshair A16, AMD 8th Gen. Ryzen 9 8940HX, 41cm QHD+ 240Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5060, GDDR7 8GB/Cosmos Gray/2.5Kg) D8WFKG-035IN",MSI,162900.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 5060,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/51EWytLLqAL._SL500_.jpg,,amazon
"HP 15, Intel Core 5-120U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, BL Laptop",HP,62024.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71V4hl-Y9IL._SL500_.jpg,,amazon
"HP OmniBook X Flip OLED (Previously Envy) Intel Core Ultra 5 226V, 40 Tops(16GB LPDDR5X,512GB SSD) 3K, Touch, 120hz,14''/35.6cm, Win11, Office24, Meteor Silver,1.38kg, fm0058TU,Pen, Next Gen AI Laptop",HP,105990.0,Intel Core Ultra 5,16.0,LPDDR5X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71N04uIPZDL._SL500_.jpg,,amazon
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2024",HP,52990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1366,768,1,https://m.media-amazon.com/images/I/71QhLr042zL._SL500_.jpg,,amazon
"ASUS ROG Flow Z13 (2025), AMD Ryzen AI MAX+ 395,AMD Radeon iGPU, 64GB/1TB, 2.5K QHD,Touchscreen, 13.4"", 34 cm,Windows 11, M365 Basic(1yr)* Office24, Off Black, 1.59 Kg, GZ302EA-RU193WS, Gaming Laptop",ASUS,299990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,13.4,1366,768,1,https://m.media-amazon.com/images/I/615VSi-JX7L._SL500_.jpg,,amazon
"HP Omnibook 5 (Previously Pavilion), AMD Ryzen AI 7 350 (24GB LPDDR5x, 1TB SSD), 2k (1920 x 1200),Touch, Anti-Glare,16''/40.6cm, Win11, M365* Office24, Silver, 1.79kg, ag1087au, BL, Next Gen AI Laptop",HP,94990.0,Intel Core i5,24.0,LPDDR5X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/812Gk34kkML._SL500_.jpg,,amazon
"HP 15, 13th Gen Intel Core i3-1315U (8GB DDR4, 512GB SSD), FHD, Micro -Edge, Anti-Glare, 15.6''/39.6cm, Win11, M365* Office24, Silver, 1.59kg, fd0624tu, FHD Camera, UHD Graphics Laptop",HP,50990.0,Intel Core I3-1315U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71d8M36b60L._SL500_.jpg,,amazon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Space Black",Apple,261990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61+jOMbYhYL._SL500_.jpg,,amazon
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black",Apple,360990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61+jOMbYhYL._SL500_.jpg,,amazon
"Lenovo V14 Intel Core i5 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2024/Iron Grey/1.43 kg), 83A0A0PTIN",Lenovo,61110.0,Intel Core I5 13Th,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71odoZVRgaL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H (16GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Teal/1.39Kg), 83CV00G2IN",Lenovo,81990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81PaO9Q1WFL._SL500_.jpg,,amazon
